,OzaBaggingClassifier_vfdt
0,69.8
1,64.9
2,63.9
3,72.39999999999999
4,70.3
5,68.8
6,68.8
7,68.89999999999999
8,67.0
9,65.2
10,67.7
11,75.8
12,76.0
13,19.5
14,23.7
15,29.099999999999998
16,60.699999999999996
17,58.3
18,59.699999999999996
19,60.199999999999996
20,57.9
21,52.900000000000006
22,58.699999999999996
