,OzaBaggingClassifier_knn
0,89.9
1,90.7
2,79.4
3,83.0
4,84.5
5,82.19999999999999
6,82.6
7,83.8
8,80.30000000000001
9,84.0
10,94.8
11,100.0
12,89.0
13,69.89999999999999
14,71.3
15,70.3
16,71.6
17,69.89999999999999
18,71.39999999999999
19,71.3
20,71.39999999999999
21,67.2
22,89.8
