,HoeffdingTreeClassifier
0,65.0
1,62.1
2,66.4
3,72.0
4,70.6
5,69.3
6,68.89999999999999
7,69.5
8,66.3
9,73.3
10,78.0
11,85.6
12,80.7
13,18.3
14,56.8
15,55.400000000000006
16,57.4
17,54.900000000000006
18,56.3
19,56.99999999999999
20,57.49999999999999
21,48.8
22,67.10000000000001
